Date,Open,High,Low,Close,Adj Close,Volume
2023-09-01,492.7028747739205,494.15891793960617,491.309529401424,492.406723330961,492.406723330961,2515330
2023-09-04,471.3438612928604,473.4387596887612,470.1864571603488,473.00811215879554,473.00811215879554,4322254
2023-09-05,478.9973120941546,479.71995967877166,478.35032523251465,478.9894507705126,478.9894507705126,2645142
2023-09-06,486.75962486413863,487.8035570943042,484.7407716496241,486.416116484295,486.416116484295,4283277
2023-09-07,483.1877225001007,483.30605156048773,483.1148976783507,483.65446106138893,483.65446106138893,2456380
2023-09-08,487.54091453839595,487.91256038683844,486.71363661321567,487.4643481599181,487.4643481599181,1386931
2023-09-11,506.12644707593375,506.9292826280973,505.6494334024361,504.68024050732265,504.68024050732265,1095891
2023-09-12,515.0076632194614,516.7685973181784,512.950018750139,515.7597201551353,515.7597201551353,2402925
2023-09-13,521.6172474639859,522.6368093964514,517.6149160104146,523.3726733372421,523.3726733372421,3466338
2023-09-14,530.5043916137718,530.7458829527515,530.264413941813,530.8867738591291,530.8867738591291,2338428
2023-09-15,521.1540189159368,522.004445065055,518.8450824109639,522.0573342222888,522.0573342222888,2756992
2023-09-18,532.4534428082072,532.6007652283246,530.8874497420347,532.4866102300218,532.4866102300218,2288422
2023-09-19,516.2120480710149,519.427889527471,512.4794229235841,515.4748402905192,515.4748402905192,2559594
2023-09-20,513.2487480746713,513.9987813205502,512.1989635017572,512.3185807640215,512.3185807640215,3407586
2023-09-21,508.45594493109786,511.4199465619518,507.8263839280904,508.1114344985854,508.1114344985854,3160850
2023-09-22,492.486539774693,492.7167728976686,490.3792194363794,491.0914724220232,491.0914724220232,4918491
2023-09-25,490.62578804814405,491.01013519436174,489.0798131549779,490.25400331868883,490.25400331868883,3264249
2023-09-26,507.94841210569496,510.82082383942486,505.9121676000987,506.88934860668746,506.88934860668746,1454262
2023-09-27,504.07512458961685,505.1828120805354,503.78607549522957,503.70470102561603,503.70470102561603,3941957
2023-09-28,492.21761570812373,495.70760700191136,490.9822331450226,491.930830842284,491.930830842284,4400673
2023-09-29,490.7984623725284,492.9718176702338,489.92019601025,491.28138270887746,491.28138270887746,3402045
2023-10-02,500.0113817426755,502.80953405178354,496.25211057044993,499.99371625333214,499.99371625333214,1146766
2023-10-03,501.61803041297986,501.79671592735025,499.6438292598359,502.1806387750949,502.1806387750949,2984393
2023-10-04,502.12149210997813,503.7173267355334,500.10777977891416,502.40500577758894,502.40500577758894,4905041
2023-10-05,488.77211324146026,489.7978590732481,487.49218787407875,488.6869662463937,488.6869662463937,4011132
2023-10-06,495.01020082274283,498.0031499515902,491.9303108944482,493.85524528794303,493.85524528794303,3363405
2023-10-09,498.68391463653876,499.62820541104634,496.97263046019384,498.9256418156419,498.9256418156419,2152967
2023-10-10,513.3983628049848,514.8479746625196,511.37286148657836,512.7469221822989,512.7469221822989,2814224
2023-10-11,527.2160473209091,527.8235547308483,526.5835716361894,528.5109160301095,528.5109160301095,4080391
2023-10-12,535.8134654660373,536.1180302314632,533.0389066575088,536.107724509086,536.107724509086,1990627
2023-10-13,520.3811241071752,522.4503636783894,517.7395512841053,519.0430261824374,519.0430261824374,4851547
2023-10-16,504.96929493615505,505.9894307620758,504.516647778451,504.6064970514507,504.6064970514507,2162367
2023-10-17,492.1115184315469,493.80185195483057,491.3933532693782,493.89322133007227,493.89322133007227,1387539
2023-10-18,497.0459447214152,497.4146759346339,495.13257266180244,497.06352847730454,497.06352847730454,4820788
2023-10-19,489.3146583217953,490.58024056123463,488.00390319770923,489.5433020152094,489.5433020152094,2255613
2023-10-20,501.6044224269617,502.09605316717074,501.01770931405883,502.78551770327095,502.78551770327095,2261493
2023-10-23,503.7304352901925,504.5588241999061,502.0283008955254,505.4963299622953,505.4963299622953,1684788
2023-10-24,508.4943157220031,510.0286338606122,506.2156348330601,509.4522485719784,509.4522485719784,1268898
2023-10-25,516.3217998958825,517.1449875534217,514.7618335626399,517.4155317933729,517.4155317933729,3776815
2023-10-26,521.9661657392869,523.949622366907,520.86237303598,521.2090694839071,521.2090694839071,2052715
2023-10-27,507.56249998024833,507.7349636949022,505.60534117769487,506.9639548470546,506.9639548470546,2599729
2023-10-30,533.4061563947623,534.3868562358516,532.0164100711493,532.7106944662532,532.7106944662532,4750596
2023-10-31,550.0023756649852,552.931562319574,548.6750248334201,548.8023002382407,548.8023002382407,4346749
2023-11-01,563.6065089897041,564.2799427222835,561.3977144192037,566.0604310964874,566.0604310964874,3573501
