Date,Open,High,Low,Close,Adj Close,Volume
2023-09-01,149.89632906865117,150.59544765883962,149.41090571981627,150.07871110431066,150.07871110431066,2078605
2023-09-04,150.82931553402793,151.26861905260787,149.89877982821395,151.05361015036027,151.05361015036027,3940326
2023-09-05,150.2851881934468,151.25929341215652,149.7343607052394,150.30281875975598,150.30281875975598,1910048
2023-09-06,147.41495381225863,147.55733204026902,147.24013874416104,147.72319433873378,147.72319433873378,2320842
2023-09-07,146.63672617552214,146.98965163573092,146.21680767747728,146.45918637226433,146.45918637226433,1060876
2023-09-08,143.62503997955505,144.30912077072188,142.83104386689183,143.65489593436305,143.65489593436305,2986824
2023-09-11,143.9716824991942,144.30261805538444,143.26118074159947,143.8997302433627,143.8997302433627,1008671
2023-09-12,147.82883691590249,148.03811137979585,147.3850809037016,147.88294433821585,147.88294433821585,2879071
2023-09-13,146.2944462756932,146.65553590253603,145.8408914557839,146.50754279980757,146.50754279980757,4431599
2023-09-14,144.49858240732232,144.53328265883954,144.09852375926144,144.77306042056185,144.77306042056185,3646549
2023-09-15,146.20205337402945,146.6754421055068,145.93733033692803,146.27146679240383,146.27146679240383,3095493
2023-09-18,147.23116072486468,148.3914782659062,146.20470048156906,147.39292751013454,147.39292751013454,1864843
2023-09-19,147.84700295602994,148.62912291550418,147.4012758310594,147.77787207343624,147.77787207343624,4484121
2023-09-20,145.1245091318302,145.23799385481416,145.02666883449405,145.1257954407336,145.1257954407336,1100297
2023-09-21,144.7180769052186,144.8994546521005,144.42586724353586,145.1134549830943,145.1134549830943,1775297
2023-09-22,147.2388623684255,147.56139563119208,146.57722396793406,147.21909929393493,147.21909929393493,1354241
2023-09-25,143.00052816539142,143.71679382341514,142.3828918866651,143.38562191751168,143.38562191751168,2420790
2023-09-26,141.97509095209895,142.16775483926972,141.58920238078642,142.15035597994142,142.15035597994142,1716968
2023-09-27,136.83447818903937,137.05608671152373,136.61205564855808,136.91508108558716,136.91508108558716,1609155
2023-09-28,132.94173489984138,133.57580035382713,132.53637371553137,133.49581549706946,133.49581549706946,4428978
