Date,Open,High,Low,Close,Adj Close,Volume
2023-09-01,100.46629958232523,100.57584967959498,100.24367425873854,100.66161321373852,100.66161321373852,2307867
2023-09-04,98.4636925104364,98.95087001192475,98.14074650403438,98.63881500556695,98.63881500556695,1358925
2023-09-05,100.44817026866644,100.88985420188013,100.31087270872216,100.18053110017075,100.18053110017075,3417102
2023-09-06,102.09486218309449,102.42195898849216,102.02274892329727,102.13394761652219,102.13394761652219,1100819
2023-09-07,98.55040750978011,98.69580415742367,98.44007465382872,98.274487853095,98.274487853095,1903808
2023-09-08,95.7112078920775,95.83387022402171,95.54559173782026,95.79599418904724,95.79599418904724,1808457
2023-09-11,96.36890071622149,96.55437951538535,96.30403939626903,96.08927217540968,96.08927217540968,2165955
2023-09-12,95.55631533606544,95.94668093734148,95.23867476139917,95.53119334209147,95.53119334209147,4026597
2023-09-13,95.59620543687285,95.70028577353636,95.16990072163917,95.54685953065528,95.54685953065528,3397987
2023-09-14,94.27164676509057,94.63695170570041,94.25522496459719,93.9775500327533,93.9775500327533,4963239
2023-09-15,95.62364106561631,95.67302961884374,95.33196434469593,95.69287878250663,95.69287878250663,2404797
2023-09-18,97.05867617820694,97.31023895343117,96.81019350393782,97.24170881983864,97.24170881983864,4714104
2023-09-19,97.33151241765461,97.64485131847935,96.97303876666753,97.41890968979858,97.41890968979858,1179653
2023-09-20,99.78016534620963,100.56745682258222,99.48340691501251,99.68997902210842,99.68997902210842,3016877
2023-09-21,100.36152491579202,100.38615049158255,100.3522112217455,100.67679612958797,100.67679612958797,4195393
2023-09-22,99.13708883187934,99.72636257605488,99.08997676550614,99.01085575270147,99.01085575270147,3127295
2023-09-25,99.6861140833822,100.01504684158286,99.38118949730703,99.79364599166381,99.79364599166381,4733240
2023-09-26,98.17188356174688,98.54713025575076,97.67537318973403,97.94703387063086,97.94703387063086,2258326
2023-09-27,99.25535230059842,99.576611685175,99.11357846235539,99.73292546968575,99.73292546968575,1133331
2023-09-28,99.52640436288917,99.91350769825527,99.15900730303984,99.68321918000757,99.68321918000757,4095757
2023-09-29,99.02986436687816,99.29651512989842,98.49715856211454,99.36501623734043,99.36501623734043,1272016
2023-10-02,97.90794355797529,98.4863935148424,97.64418462500237,98.07000020584807,98.07000020584807,4059026
2023-10-03,100.59751418227665,100.8074670000136,100.18502363293554,100.5477097040201,100.5477097040201,3933669
2023-10-04,100.25162054813485,100.77939211118243,100.09183331592503,100.28756895325095,100.28756895325095,4377089
2023-10-05,99.43143474730938,99.60158835701776,99.15687794797633,99.48184768475102,99.48184768475102,2915704
2023-10-06,98.80162981777933,99.08612874598471,98.77773691242763,98.83309528490138,98.83309528490138,4582018
2023-10-09,99.9815229747516,100.0671146465761,99.81268551497308,99.94086937957331,99.94086937957331,1679326
2023-10-10,100.52118256361862,100.91422515623714,100.03008314948836,100.72435083986528,100.72435083986528,2737396
2023-10-11,101.75367477163758,102.3530295492028,101.64886745437744,101.61002874697449,101.61002874697449,1487337
2023-10-12,102.67648398212066,102.96862811295043,102.4619985251361,102.54058367135572,102.54058367135572,4067502
2023-10-13,107.16410916464011,107.4434033311163,107.13977053510602,107.08164817069519,107.08164817069519,3857089
2023-10-16,106.38618816991176,106.46818703448085,106.36703220969434,106.26790488399365,106.26790488399365,4225594
2023-10-17,105.29975747172463,105.5673678225216,105.02046833462826,105.23736897068332,105.23736897068332,4057372
2023-10-18,104.01185541108937,104.03115881733964,103.85158920011143,103.59022799625137,103.59022799625137,2233838
2023-10-19,104.90848366379834,105.03167182407626,104.51445348426991,104.92676068228404,104.92676068228404,1272265
2023-10-20,107.3106265064551,107.68123149135624,106.89157026441785,107.37657359404109,107.37657359404109,4716968
2023-10-23,107.02419113243226,107.6275963469921,106.63444121128893,107.18572593385585,107.18572593385585,2971272
2023-10-24,105.2347214040885,106.14167861299441,104.86879906435593,105.45243061938869,105.45243061938869,1377366
2023-10-25,103.52139291432587,103.71050888293024,102.88416321104192,103.7796947187325,103.7796947187325,4708257
2023-10-26,105.0044795522306,105.62091888278688,104.91367036975744,105.19146733932263,105.19146733932263,4977076
2023-10-27,106.80512376902242,107.17760716800608,106.49644304808342,106.82022395741735,106.82022395741735,2781991
2023-10-30,108.11318890368806,108.40482473959126,107.54393191990675,108.04095377463784,108.04095377463784,4080362
2023-10-31,106.67666547954046,107.08899094320927,106.08684170264921,106.66575526693771,106.66575526693771,1145192
2023-11-01,107.05161971099884,107.38603108986133,107.03486905488296,107.215774626546,107.215774626546,1373083
2023-11-02,107.71360031046615,108.06052335352669,107.45774936792938,107.5200245775706,107.5200245775706,2106264
2023-11-03,108.20511190448703,108.44135976904454,107.58658527845725,108.04533172955944,108.04533172955944,3624918
2023-11-06,109.96477698129526,109.98718567836879,109.52314103936723,109.99989957686334,109.99989957686334,1533691
2023-11-07,110.4038137627317,110.41344654020092,110.02948675471903,110.54817113412496,110.54817113412496,1136717
2023-11-08,112.2384796108405,112.72183347469912,111.95062937005929,112.11550506417025,112.11550506417025,3675083
2023-11-09,112.36551597426282,112.6404294254004,112.11467140443713,112.32328835132354,112.32328835132354,4080747
2023-11-10,112.70380105522952,112.90754948887904,112.30072288417011,113.0311680865689,113.0311680865689,3956850
2023-11-13,114.50899733089582,114.85447226446398,114.2232685549116,114.52456814981448,114.52456814981448,4196891
2023-11-14,111.3490861785472,111.86016339695486,111.02452110109964,111.29076184823263,111.29076184823263,4211404
2023-11-15,110.43772835720642,110.80887951056881,110.08905464702448,110.63680707424312,110.63680707424312,3409641
2023-11-16,109.69732583217248,109.88248286537198,109.5169991214733,109.65569101531992,109.65569101531992,3077653
2023-11-17,108.00245215228766,108.59134480127885,107.56350224134789,108.31761796461663,108.31761796461663,4427441
2023-11-20,108.06509542128975,108.73060037168887,107.11104388300188,107.7770749623604,107.7770749623604,2392106
2023-11-21,111.38098144257957,111.82529279820496,111.31927935511033,111.10367777653703,111.10367777653703,1391533
2023-11-22,109.1957359903944,109.73596300582199,108.79738721032516,109.25091148827278,109.25091148827278,4007851
2023-11-23,111.52395253602334,112.13554096910403,111.35893948513825,111.4429436934095,111.4429436934095,2103695
2023-11-24,107.28875579254408,107.85311595907982,106.84299191689955,107.80837533618381,107.80837533618381,4915415
2023-11-27,106.89449012913633,107.34646123637609,106.56385318400275,107.14227757311066,107.14227757311066,2656710
2023-11-28,107.482170599599,107.93324039018074,106.99595247820871,107.54535971889018,107.54535971889018,4407171
2023-11-29,108.63466851296205,109.07347882675043,108.05336297287549,108.86811070589835,108.86811070589835,1169831
2023-11-30,110.64086006595412,110.72996187796265,110.2663582098268,110.48300272887417,110.48300272887417,3636922
2023-12-01,112.75476828110189,113.25105234030701,112.16121538933412,112.30615090991382,112.30615090991382,2792864
2023-12-04,111.31879681925565,111.35089804976033,111.13082436786847,111.58137339194987,111.58137339194987,2850408
2023-12-05,110.42436025734912,110.58014706513511,109.74183782154266,110.60962328062347,110.60962328062347,2060853
2023-12-06,112.63329881642714,113.2648483804946,112.21090994512022,112.58028512755286,112.58028512755286,4884774
2023-12-07,112.56801066545341,113.09487852192075,111.98764526872664,112.20645540092873,112.20645540092873,2570940
